location,neighborhoods,population,table_date
"San Antonio, Texas",Fieldstone,74,2023-11-23
"San Antonio, Texas",Regency Meadow,411,2023-11-23
"San Antonio, Texas",Shavano Garden Homes,"1,214",2023-11-23
"San Antonio, Texas",Towne Lake Garden,179,2023-11-23
"San Antonio, Texas",Promontory Pointe-Heights,"2,186",2023-11-23
"San Antonio, Texas",King William,"1,934",2023-11-23
"San Antonio, Texas",Forest Oak,178,2023-11-23
"San Antonio, Texas",Summit-Stone Oak,774,2023-11-23
"San Antonio, Texas",Perrin Park,134,2023-11-23
"San Antonio, Texas",Third World,"4,716",2023-11-23
"San Antonio, Texas",Roosevelt Park,"3,415",2023-11-23
"San Antonio, Texas",Nevada Street,"1,755",2023-11-23
"San Antonio, Texas",Owners Association of Lago Vista-South Southwest,"1,017",2023-11-23
"San Antonio, Texas",Mission Ridge,318,2023-11-23
"San Antonio, Texas",Mahncke Park,"4,033",2023-11-23
"San Diego, California",Pacific Beach,"29,964",2023-11-23
"San Diego, California",Burlingame,766,2023-11-23
"San Diego, California",Clairemont Mesa East,"26,734",2023-11-23
"San Diego, California",Grantville,"8,541",2023-11-23
"San Diego, California",Lake Murray,"16,319",2023-11-23
"San Diego, California",Park West,"8,285",2023-11-23
"San Diego, California",Miramar Ranch North,"14,607",2023-11-23
"San Diego, California",Fairmount Park,"2,942",2023-11-23
"San Diego, California",Otay Mesa West,"30,363",2023-11-23
"San Diego, California",La Playa,"2,785",2023-11-23
"San Diego, California",Sherman Heights,"3,355",2023-11-23
"San Diego, California",Sabre Springs,"11,256",2023-11-23
"San Diego, California",Mountain View,"15,502",2023-11-23
"San Diego, California",Azalea-Hollywood Park,"3,722",2023-11-23
"San Diego, California",Marina,"5,636",2023-11-23
"San Diego, California",Black Mountain Ranch,"6,778",2023-11-23
"San Diego, California",Golden Hill,"9,975",2023-11-23
"San Diego, California",Egger Highlands,"8,704",2023-11-23
"San Diego, California",Grant Hill,"4,539",2023-11-23
"San Diego, California",Carmel Mountain,"11,309",2023-11-23
"San Diego, California",San Carlos,"12,317",2023-11-23
"San Diego, California",Teralta East,"6,589",2023-11-23
"San Diego, California",Mission Beach,"4,751",2023-11-23
"San Diego, California",Adams North,"5,042",2023-11-23
"San Diego, California",Teralta West,"4,859",2023-11-23
"San Diego, California",Morena,"6,569",2023-11-23
"San Diego, California",Midtown,"4,354",2023-11-23
"San Diego, California",Torrey Pines,367,2023-11-23
"San Diego, California",Barrio Logan,"10,791",2023-11-23
"San Francisco, California",Glen Park,"7,619",2023-11-23
"San Francisco, California",Pine Lake Park,712,2023-11-23
"San Francisco, California",Midtown Terrace,"3,105",2023-11-23
"San Francisco, California",Sunnyside,"5,595",2023-11-23
"San Francisco, California",Pacific Heights,"18,917",2023-11-23
"San Francisco, California",Telegraph Hill,"7,999",2023-11-23
"San Francisco, California",North Panhandle,"10,440",2023-11-23
"San Francisco, California",Buena Vista Park,"2,641",2023-11-23
"San Francisco, California",Golden Gate Park,151,2023-11-23
"San Francisco, California",Inner Richmond,"17,086",2023-11-23
"San Francisco, California",Presidio Heights,"4,016",2023-11-23
"San Francisco, California",Downtown,"20,453",2023-11-23
"San Francisco, California",Jordan Park - Laurel Heights,"3,742",2023-11-23
"San Francisco, California",Visitacion Valley,"20,146",2023-11-23
"San Francisco, California",Outer Sunset,"16,134",2023-11-23
"San Francisco, California",Diamond Heights,"3,274",2023-11-23
"San Francisco, California",Balboa Terrace,930,2023-11-23
"San Francisco, California",Ingleside,"9,510",2023-11-23
"San Francisco, California",Financial District,"3,843",2023-11-23
"San Francisco, California",Lakeside,"1,482",2023-11-23
"San Francisco, California",Tenderloin,"22,776",2023-11-23
"San Francisco, California",Mount Davidson Manor,"2,040",2023-11-23
"San Francisco, California",Clarendon Heights,607,2023-11-23
"San Francisco, California",Hayes Valley,"13,740",2023-11-23
"San Francisco, California",Crocker Amazon,"13,161",2023-11-23
"San Francisco, California",Outer Mission,"10,899",2023-11-23
"San Francisco, California",South of Market,"24,608",2023-11-23
"San Francisco, California",Excelsior,"23,043",2023-11-23
"San Francisco, California",Ingleside Heights,"6,027",2023-11-23
"San Jose, California",Santa Teresa,"49,355",2023-11-23
"San Jose, California",East San Jose,"111,159",2023-11-23
"San Jose, California",Willow Glen,"73,270",2023-11-23
"San Jose, California",Downtown,"77,299",2023-11-23
"San Jose, California",North San Jose,"22,291",2023-11-23
"San Jose, California",Berryessa,"37,196",2023-11-23
"San Jose, California",Fairgrounds,"51,651",2023-11-23
"San Jose, California",Cambrian Park,"64,710",2023-11-23
"San Jose, California",White Oak,"6,061",2023-11-23
"San Jose, California",Evergreen,"84,598",2023-11-23
"San Jose, California",Alviso,24,2023-11-23
"San Jose, California",Alum Rock-East Foothills,"28,206",2023-11-23
"San Jose, California",North Valley,"75,316",2023-11-23
"San Jose, California",Edenvale - Seven Trees,"38,133",2023-11-23
"San Jose, California",West San Jose,"95,361",2023-11-23
"San Jose, California",Rose Garden,"12,698",2023-11-23
"San Jose, California",Almaden Valley,"48,440",2023-11-23
"San Jose, California",Blossom Valley,"67,500",2023-11-23
"Seattle, Washington",Denny Triangle,"3,082",2023-11-23
"Seattle, Washington",Maple Leaf,"10,939",2023-11-23
"Seattle, Washington",Northgate,"3,447",2023-11-23
"Seattle, Washington",Montlake,"4,446",2023-11-23
"Seattle, Washington",Jackson Place,"1,086",2023-11-23
"Seattle, Washington",Interbay,"1,686",2023-11-23
"Seattle, Washington",Olympic Manor,"2,276",2023-11-23
"Seattle, Washington",Olympic Hills,"8,056",2023-11-23
"Seattle, Washington",Laurelhurst,"4,880",2023-11-23
"Seattle, Washington",Matthews Beach,"6,330",2023-11-23
"Seattle, Washington",Industrial District,373,2023-11-23
"Seattle, Washington",Fairmount Park,"5,380",2023-11-23
"Seattle, Washington",University District,"27,006",2023-11-23
"Seattle, Washington",Genesee,"3,484",2023-11-23
"Seattle, Washington",Pioneer Square,931,2023-11-23
"Seattle, Washington",Leschi,"5,453",2023-11-23
"Seattle, Washington",Gatewood,"6,386",2023-11-23
"Seattle, Washington",Loyal Heights,"7,960",2023-11-23
"Seattle, Washington",Beacon Hill,"13,385",2023-11-23
"Seattle, Washington",Holly Park,"4,751",2023-11-23
"Seattle, Washington",Minor,"8,151",2023-11-23
"Seattle, Washington",Waterfront,308,2023-11-23
"Seattle, Washington",South Park,"3,873",2023-11-23
"Seattle, Washington",Yesler Terrace,"1,721",2023-11-23
"Seattle, Washington",North Beach,"2,454",2023-11-23
"Seattle, Washington",Ballard,"10,121",2023-11-23
"Seattle, Washington",Columbia City,"7,989",2023-11-23
"Seattle, Washington",North Beacon Hill,"11,089",2023-11-23
"Seattle, Washington",West Woodland,"6,884",2023-11-23
"Seattle, Washington",Bryant,"5,223",2023-11-23
"Tucson, Arizona",Rosemont East,213,2023-11-23
"Tucson, Arizona",Catalina Vista,704,2023-11-23
"Tucson, Arizona",Samos,"1,038",2023-11-23
"Tucson, Arizona",Amphi,"7,461",2023-11-23
"Tucson, Arizona",Dietz,"7,375",2023-11-23
"Tucson, Arizona",Rancho Perdido Estates,66,2023-11-23
"Tucson, Arizona",Broadway Pantano East,"5,323",2023-11-23
"Tucson, Arizona",San Ignacio Yaqui,591,2023-11-23
"Tucson, Arizona",Ironwood Ridge,153,2023-11-23
"Tucson, Arizona",Mountain View,"1,344",2023-11-23
"Tucson, Arizona",Prince Tucson,"1,909",2023-11-23
"Tucson, Arizona",Broadway-Northeast,677,2023-11-23
"Tucson, Arizona",Mortimore,"1,221",2023-11-23
"Tucson, Arizona",Parkway Terrace,213,2023-11-23
"Tucson, Arizona",Miracle Manor,"3,157",2023-11-23
"Tucson, Arizona",Shaheen Estates,548,2023-11-23
"Tucson, Arizona",Barrio Blue Moon,"1,004",2023-11-23
"Tucson, Arizona",Bravo Park Lane,"3,269",2023-11-23
"Tucson, Arizona",Groves Lincoln Park,"5,308",2023-11-23
"Tucson, Arizona",Las Vistas,"3,213",2023-11-23
"Tucson, Arizona",Garden District,"6,555",2023-11-23
"Tucson, Arizona",Palo Verde,"5,508",2023-11-23
"Tucson, Arizona",Barrio Hollywood,"2,900",2023-11-23
"Tucson, Arizona",Feldman's,"2,394",2023-11-23
"Tucson, Arizona",Barrio San Antonio,333,2023-11-23
"Tucson, Arizona",Western Hills II,"1,011",2023-11-23
"Tucson, Arizona",Stella Mann,"4,404",2023-11-23
"Tucson, Arizona",North University,"1,884",2023-11-23
"Tulsa, Oklahoma",Columbus,"2,332",2023-11-23
"Tulsa, Oklahoma",Oak Hollow,64,2023-11-23
"Tulsa, Oklahoma",Executive Estates,20,2023-11-23
"Tulsa, Oklahoma",Turner Park,"3,662",2023-11-23
"Tulsa, Oklahoma",Kingsbury,113,2023-11-23
"Tulsa, Oklahoma",Brookside,"11,569",2023-11-23
"Tulsa, Oklahoma",Camelot Park,155,2023-11-23
"Tulsa, Oklahoma",Leisure Estates,81,2023-11-23
"Tulsa, Oklahoma",Cedar Ridge Park,"1,641",2023-11-23
"Tulsa, Oklahoma",Kensington,490,2023-11-23
"Tulsa, Oklahoma",Lynn Lane,"4,508",2023-11-23
"Tulsa, Oklahoma",Maxwell,"1,936",2023-11-23
"Tulsa, Oklahoma",North Evanston,745,2023-11-23
"Tulsa, Oklahoma",Eagle Ridge,67,2023-11-23
"Tulsa, Oklahoma",Heatherridge,268,2023-11-23
"Tulsa, Oklahoma",Rosewood,"2,069",2023-11-23
"Tulsa, Oklahoma",Mingo Valley,"1,902",2023-11-23
"Tulsa, Oklahoma",Sheridan Heights,188,2023-11-23
"Tulsa, Oklahoma",Timberlane Hills,212,2023-11-23
"Tulsa, Oklahoma",Florence Park South,501,2023-11-23
"Tulsa, Oklahoma",Fair Heights,"1,078",2023-11-23
"Tulsa, Oklahoma",Fieldstone,111,2023-11-23
"Tulsa, Oklahoma",Cherry Street,"2,204",2023-11-23
"Tulsa, Oklahoma",Southern Pointe,753,2023-11-23
"Tulsa, Oklahoma",Mayo Plaza,161,2023-11-23
"Tulsa, Oklahoma",Southfield,201,2023-11-23
"Tulsa, Oklahoma",West Highlands,"2,623",2023-11-23
"Tulsa, Oklahoma",Harvard Pointe,226,2023-11-23
"Tulsa, Oklahoma",Red Fork - Park Grove,"1,096",2023-11-23
"Tulsa, Oklahoma",South Creekside,903,2023-11-23
"Virginia Beach, Virginia",Chesapeake Beach,"7,169",2023-11-23
"Virginia Beach, Virginia",First Landing State Park,43,2023-11-23
"Virginia Beach, Virginia",Pembroke,"4,757",2023-11-23
"Virginia Beach, Virginia",Great Neck,"23,566",2023-11-23
"Virginia Beach, Virginia",The North End,"5,297",2023-11-23
"Virginia Beach, Virginia",Thalia,"11,765",2023-11-23
"Virginia Beach, Virginia",Acredale,"6,961",2023-11-23
"Virginia Beach, Virginia",Seatack,"15,735",2023-11-23
"Virginia Beach, Virginia",Croatan Beach,985,2023-11-23
"Virginia Beach, Virginia",Bay Colony,"1,639",2023-11-23
"Virginia Beach, Virginia",Thoroughgood,"6,960",2023-11-23
"Virginia Beach, Virginia",Dams Neck Naval Air Station,"1,042",2023-11-23
"Virginia Beach, Virginia",Princess Anne Plaza,"10,327",2023-11-23
"Virginia Beach, Virginia",US Navy Little Creek Amphibious Base,"3,364",2023-11-23
"Virginia Beach, Virginia",Kempsville,"53,212",2023-11-23
"Virginia Beach, Virginia",Linkhorn Park,"5,620",2023-11-23
"Virginia Beach, Virginia",Cape Story by the Sea,529,2023-11-23
"Virginia Beach, Virginia",Rudee Heights,471,2023-11-23
"Virginia Beach, Virginia",Naval Air Station Oceana,"2,306",2023-11-23
"Virginia Beach, Virginia",Fort Story,"1,091",2023-11-23
"Virginia Beach, Virginia",Bayside,"40,066",2023-11-23
"Virginia Beach, Virginia",Camp Pendleton,"2,180",2023-11-23
"Virginia Beach, Virginia",Mears Corner,"33,320",2023-11-23
"Virginia Beach, Virginia",Macons Corner,"3,790",2023-11-23
"Washington, District of Columbia",Langston,"3,309",2023-11-23
"Washington, District of Columbia",Woodridge,"4,152",2023-11-23
"Washington, District of Columbia",Barnaby Woods,"1,768",2023-11-23
"Washington, District of Columbia",Pleasant Hill,"1,615",2023-11-23
"Washington, District of Columbia",Kent,"2,229",2023-11-23
"Washington, District of Columbia",Anacostia,"4,876",2023-11-23
"Washington, District of Columbia",Berkley,"1,683",2023-11-23
"Washington, District of Columbia",Wakefield,"3,006",2023-11-23
"Washington, District of Columbia",River Terrace,"2,978",2023-11-23
"Washington, District of Columbia",Spring Valley,"5,561",2023-11-23
"Washington, District of Columbia",Twining,"1,485",2023-11-23
"Washington, District of Columbia",Deanwood,"5,804",2023-11-23
"Washington, District of Columbia",Penn Quarter,"1,622",2023-11-23
"Washington, District of Columbia",Pleasant Plains,717,2023-11-23
"Washington, District of Columbia",Civic Betterment,"1,417",2023-11-23
"Washington, District of Columbia",Lincoln Heights,"1,795",2023-11-23
"Washington, District of Columbia",The Palisades,"2,572",2023-11-23
"Washington, District of Columbia",Edgewood,"5,139",2023-11-23
"Washington, District of Columbia",Chinatown,"1,139",2023-11-23
"Washington, District of Columbia",Marshall Heights,"5,934",2023-11-23
"Washington, District of Columbia",Carver,"2,633",2023-11-23
"Washington, District of Columbia",Mahaning Heights,"1,566",2023-11-23
"Washington, District of Columbia",Colony Hill,80,2023-11-23
"Washington, District of Columbia",Mount Pleasant,"10,459",2023-11-23
"Washington, District of Columbia",Observatory Circle,842,2023-11-23
"Washington, District of Columbia",Near Northeast,"9,505",2023-11-23
"Washington, District of Columbia",Penn Branch,229,2023-11-23
"Washington, District of Columbia",McLean Gardens,"1,322",2023-11-23
"Washington, District of Columbia",Mount Vernon Square,"5,569",2023-11-23
"Washington, District of Columbia",Brightwood Park,"2,847",2023-11-23
"Wichita, Kansas",Comotara Mainsgate Villa,607,2023-11-23
"Wichita, Kansas",Meadowlark,"1,388",2023-11-23
"Wichita, Kansas",Schweiter,"1,054",2023-11-23
"Wichita, Kansas",College Hill,"4,893",2023-11-23
"Wichita, Kansas",Northwest Big River,"2,042",2023-11-23
"Wichita, Kansas",Fabrique,"2,744",2023-11-23
"Wichita, Kansas",Delano,"5,479",2023-11-23
"Wichita, Kansas",Mccormick,"2,863",2023-11-23
"Wichita, Kansas",Hilltop,"1,852",2023-11-23
"Wichita, Kansas",Orchard Breeze,"3,333",2023-11-23
"Wichita, Kansas",K-15,"1,888",2023-11-23
"Wichita, Kansas",Southwest Village,"5,597",2023-11-23
"Wichita, Kansas",Westlink,770,2023-11-23
"Wichita, Kansas",Courtland,692,2023-11-23
"Wichita, Kansas",Planeview United,"4,383",2023-11-23
"Wichita, Kansas",Maple Hills,251,2023-11-23
"Wichita, Kansas",Indian Hills,"1,881",2023-11-23
"Wichita, Kansas",Macdonald,552,2023-11-23
"Wichita, Kansas",Longview,458,2023-11-23
"Wichita, Kansas",Fairmount,"1,837",2023-11-23
"Wichita, Kansas",Crown Heights South,778,2023-11-23
"Wichita, Kansas",Stanley-Aley,"4,451",2023-11-23
"Wichita, Kansas",Lambsdale,234,2023-11-23
"Wichita, Kansas",Grandview Heights,"1,314",2023-11-23
"Wichita, Kansas",Hilltop - Jefferson,"1,802",2023-11-23
"Wichita, Kansas",Country Overlook,"1,904",2023-11-23
"Wichita, Kansas",La Placita Park,"2,755",2023-11-23
"Wichita, Kansas",Sunnyside,"1,509",2023-11-23
"Wichita, Kansas",Crown Heights,"1,148",2023-11-23
"Indianapolis, Indiana",Far Eastside,"60,385",2023-11-23
"Indianapolis, Indiana",Meridian Kessler,"8,588",2023-11-23
"Indianapolis, Indiana",South Perry,"21,774",2023-11-23
"Indianapolis, Indiana",Mars Hill,"14,556",2023-11-23
"Indianapolis, Indiana",Chapel Hill-Ben Davis,"32,236",2023-11-23
"Indianapolis, Indiana",West Indianapolis,"8,481",2023-11-23
"Indianapolis, Indiana",Airport,76,2023-11-23
"Indianapolis, Indiana",Garden City,"17,717",2023-11-23
"Indianapolis, Indiana",Snacks-Guion Creek,"27,694",2023-11-23
"Indianapolis, Indiana",Crooked Creek,"15,830",2023-11-23
"Indianapolis, Indiana",New Bethel,"1,430",2023-11-23
"Indianapolis, Indiana",Martindale-Brightwood,"12,096",2023-11-23
"Indianapolis, Indiana",Stout Field,"3,859",2023-11-23
"Indianapolis, Indiana",Maywood,204,2023-11-23
"Indianapolis, Indiana",Southeast,"6,480",2023-11-23
"Indianapolis, Indiana",College Corner,604,2023-11-23
"Indianapolis, Indiana",Five Points,"4,684",2023-11-23
"Indianapolis, Indiana",North Central,"2,656",2023-11-23
"Indianapolis, Indiana",Ameriplex,"3,209",2023-11-23
"Indianapolis, Indiana",Keystone at the Crossing,"2,209",2023-11-23
"Indianapolis, Indiana",West Newton,"2,149",2023-11-23
"Indianapolis, Indiana",Butler-Tarkington,"9,660",2023-11-23
"Indianapolis, Indiana",Key Meadows,"8,918",2023-11-23
"Indianapolis, Indiana",Near Eastside,"29,500",2023-11-23
"Indianapolis, Indiana",St Vincent-Greenbriar,"13,960",2023-11-23
"Indianapolis, Indiana",Southeast Warren,"8,193",2023-11-23
"Indianapolis, Indiana",Mapleton-Fall Creek,"11,300",2023-11-23
"Indianapolis, Indiana",Devonshire,"6,179",2023-11-23
"Indianapolis, Indiana",Poplar Grove,"4,363",2023-11-23
"Indianapolis, Indiana",Fairgrounds,"12,562",2023-11-23
"Louisville, Kentucky",Valley Station,"25,457",2023-11-23
"Louisville, Kentucky",Highview,"17,956",2023-11-23
"Louisville, Kentucky",Fern Creek,"19,071",2023-11-23
"Louisville, Kentucky",Okolona,"19,556",2023-11-23
"Nashville-Davidson, Tennessee",Carlyle Palce - Battlewood,352,2023-11-23
"Nashville-Davidson, Tennessee",River Park,35,2023-11-23
"Nashville-Davidson, Tennessee",Whites Bend,"3,638",2023-11-23
"Nashville-Davidson, Tennessee",Nashboro Woods,322,2023-11-23
"Nashville-Davidson, Tennessee",Heron Walk,"13,166",2023-11-23
"Nashville-Davidson, Tennessee",Battlefield,288,2023-11-23
"Nashville-Davidson, Tennessee",Magnolia Station,434,2023-11-23
"Nashville-Davidson, Tennessee",Georgetown Condos,115,2023-11-23
"Nashville-Davidson, Tennessee",Parkview,81,2023-11-23
"Nashville-Davidson, Tennessee",Parkway Terrace (MDHA),256,2023-11-23
"Nashville-Davidson, Tennessee",Greenwood,"1,487",2023-11-23
"Nashville-Davidson, Tennessee",Lone Oak Heights,56,2023-11-23
"Nashville-Davidson, Tennessee",Madison Park,"1,369",2023-11-23
"Nashville-Davidson, Tennessee",Sugartree,411,2023-11-23
"Nashville-Davidson, Tennessee",Wynbrook,50,2023-11-23
"Nashville-Davidson, Tennessee",Lipscomb Heights,176,2023-11-23
"Nashville-Davidson, Tennessee",Bordeaux,"2,645",2023-11-23
"Nashville-Davidson, Tennessee",Montogue,206,2023-11-23
"Nashville-Davidson, Tennessee",Hermitage Meadows,"2,409",2023-11-23
"Nashville-Davidson, Tennessee",Elmington Condos,26,2023-11-23
"Nashville-Davidson, Tennessee",Clairmont,490,2023-11-23
"Nashville-Davidson, Tennessee",Piccadilly Square,"1,986",2023-11-23
"Nashville-Davidson, Tennessee",Caldwell Court Condos,805,2023-11-23
"Nashville-Davidson, Tennessee",Four Seasons Condos,193,2023-11-23
"Nashville-Davidson, Tennessee",Woodside Lake Country Section 2,283,2023-11-23
"Nashville-Davidson, Tennessee",Woodlea Place,"1,204",2023-11-23
"Nashville-Davidson, Tennessee",Villages of Riverwood,71,2023-11-23
"Nashville-Davidson, Tennessee",Autumn Chase,13,2023-11-23
"Nashville-Davidson, Tennessee",Bells Bend,231,2023-11-23
"Nashville-Davidson, Tennessee",Kenmont Apts,3,2023-11-23
