element_type,osmid,highway,geometry,source,source_ref,bus,name,network,network:wikidata,operator,operator:wikidata,public_transport,ref,shelter,nodes,lanes,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_type,tiger:zip_left,tiger:zip_right,lanes:backward,lanes:forward,turn:lanes:backward,turn:lanes:forward,store,bench,bin,route_ref,source:highway,cycleway,lanes:both_ways,maxspeed,name_1,source:maxspeed,tiger:name_base_1,tiger:name_type_1,tiger:reviewed,oneway,surface,bridge,layer,stop_code,stop_name,access:lanes:both_ways,placement:both_ways,tiger:name_direction_prefix,note:lanes,placement:backward,turn:lanes,bicycle,tiger:name_direction_prefix_1,departures_board,lit,tactile_paving,network:wikipedia,operator:wikipedia,railway,subway,wheelchair,station,wikidata,description,sidewalk,area,level,location,tunnel,name:en,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,light_rail,tiger:zip_left_1,tiger:zip_right_1,cycleway:both,amenity,note,loc_ref,alt_name,parking:both,parking,parking:lane:left,parking:right,parking:lane:both,parking:lane:both:parallel,parking:condition:both,cycleway:right,cycleway:both:lane,incline,parking:condition:right,sidewalk:both:wheelchair,cycleway:right:lane,sidewalk:right:wheelchair,cutting,parking:condition:left,parking:lane:right,parking:lane:right:parallel,cycleway:left,sidewalk:left,sidewalk:right,foot,shoulder,lane_markings,smoothness,parking:lane:left:parallel,turn:lanes:both_ways,parking:left,parking:left:orientation,cycleway:left:lane,sidewalk:both,name:prefix,hgv,horse,motor_vehicle,parking:both:restriction,parking:lane:right:diagonal,check_date,building,internet_access,internet_access:fee,towards,tiger:linearid,tiger:mtfcc,tiger:zip,junction,old_ref,old_ref:legislative,parking:both:orientation,covered,railway:position,train,hgv:conditional,tiger:name_direction_suffix,placement:forward
way,13297900,tertiary,"LINESTRING (-118.317729 33.9527231, -118.3178465 33.9527229, -118.3181306 33.9527225, -118.3188511 33.9527236, -118.3199356 33.952724, -118.3210202 33.9527254, -118.3221207 33.952725, -118.3232011 33.9527253, -118.3243292 33.9527256, -118.3254044 33.9527234, -118.3265084 33.9527268)",,,,West Arbor Vitae Street,,,,,,,,"[122683801, 10308144433, 8411413992, 122683804, 122683807, 122683809, 122683811, 122683814, 122683817, 122683820, 122683824]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13396810,tertiary,"LINESTRING (-118.326425 33.9382274, -118.326278 33.9382325)",,,,West 108th Street,,,,,,,,"[5226118018, 1282071696]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173780021,tertiary,"LINESTRING (-118.326552 33.9418424, -118.3267074 33.9418437)",,,,West 104th Street,,,,,,,,"[3856140166, 1282071708]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,382440355,tertiary,"LINESTRING (-118.326439 33.9418514, -118.326552 33.9418424)",,,,West 104th Street,,,,,,,,"[123308853, 3856140166]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608182897,tertiary,"LINESTRING (-118.3482749 33.9418234, -118.3466702 33.9418247, -118.3454714 33.9418257, -118.3442693 33.9418267, -118.343916 33.941827, -118.3437522 33.9418267, -118.3435846 33.9418269, -118.3434632 33.941827, -118.343316 33.9418272, -118.3427942 33.9418278, -118.3416578 33.941829, -118.3413521 33.9418294, -118.3411729 33.9418296, -118.3406781 33.9418301, -118.3403288 33.9418305, -118.3397663 33.9418311, -118.3380908 33.9418327, -118.3378286 33.941833, -118.3377122 33.9418332, -118.3376803 33.9418332, -118.3371677 33.9418337, -118.337006 33.9418294, -118.3367839 33.9418308, -118.3360859 33.9418333, -118.3356805 33.9418352, -118.3351781 33.9418357)",,,,West 104th Street,,,,,,,,"[123308868, 6790316184, 6755424723, 7828444424, 123308865, 123006771, 8460028427, 6755424708, 3702015026, 6755424718, 6753679576, 6753679575, 7733473782, 8797380981, 3695992482, 123308864, 8395840617, 3696071070, 3696071072, 3696071071, 3701422773, 3701410612, 3701418786, 8410563234, 3701252376, 123308862]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608182923,tertiary,"LINESTRING (-118.326537 33.9382247, -118.326425 33.9382274)",,,,West 108th Street,,,,,,,,"[5226118019, 5226118018]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,697153862,tertiary,"LINESTRING (-118.326278 33.9382325, -118.3257633 33.9382321, -118.3253154 33.9382319, -118.3245 33.9382314, -118.3236819 33.9382309, -118.3228183 33.9382303, -118.3220258 33.9382309, -118.3212116 33.9382293, -118.3204114 33.9382261, -118.3195916 33.9382283, -118.3188504 33.9382304, -118.3187806 33.9382306, -118.3183202 33.9382275, -118.3180679 33.9382274)",,,,West 108th Street,,,,,,,,"[1282071696, 1282071755, 123303887, 123276991, 123070094, 123303885, 122793548, 123303883, 123042489, 123303881, 2435729724, 2435729721, 1282071855, 4012904735]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,827276342,tertiary,"LINESTRING (-118.3267074 33.9418437, -118.3272394 33.9418433, -118.327295 33.9418433, -118.3277595 33.9418442, -118.328315 33.9418432, -118.3288683 33.9418422, -118.3294228 33.9418411, -118.3295919 33.9418408, -118.329963 33.94184, -118.3304876 33.9418378, -118.3310283 33.9418355, -118.3315632 33.9418369, -118.3319003 33.9418377, -118.3320956 33.9418382, -118.3326146 33.9418374, -118.3340756 33.9418364, -118.3351781 33.9418357)",,,,West 104th Street,,,,,,,,"[1282071708, 1845375604, 123308855, 123308857, 1845375622, 122593544, 1845375564, 8873021033, 123308859, 1845375546, 123308860, 1845375558, 6790538740, 123308861, 1845375616, 3701252378, 123308862]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1008809819,tertiary,"LINESTRING (-118.3177613 33.9418533, -118.3183068 33.9418541, -118.3187546 33.9418484, -118.3195753 33.9418522, -118.320402 33.9418508, -118.321238 33.9418473, -118.3220906 33.9418474, -118.3228522 33.9418413, -118.3230142 33.9418495, -118.3236734 33.9418433, -118.3238969 33.9418482, -118.3244973 33.9418464, -118.3249104 33.9418459, -118.3253051 33.9418568, -118.3257603 33.9418563, -118.3262663 33.9418566, -118.326439 33.9418514)",,,,West 104th Street,,,,,,,,"[122728975, 1282071857, 123112435, 123308839, 123042488, 123308842, 122793545, 123308844, 123308847, 123070092, 123070210, 123276988, 123308849, 123308851, 1282071759, 1282071699, 123308853]",,,,,,,,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1221522915,tertiary,"LINESTRING (-118.32869 33.952341, -118.3292742 33.9523435, -118.3293473 33.9523667, -118.3294045 33.9524031)",,,,West Arbor Vitae Street,,,,,,,,"[122683703, 122683708, 10935534898, 6776605108]",,A41,"Los Angeles, CA",Arbor Vitae,St,90305,90305,,,,,"Marshalls, 3420 W Century Blvd, Inglewood",,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,
node,11187331166,bus_stop,POINT (-118.2043349 33.9167485),,,yes,Cedar @ Bullis,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11187331168,bus_stop,POINT (-118.2055339 33.9140498),,,yes,Carlin @ Bullis,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11187331169,bus_stop,POINT (-118.208941 33.9148734),,,yes,Carlin @ Long Beach,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11187393959,bus_stop,POINT (-118.2093356 33.9182952),,,yes,Cedar @ Long Beach Boulevard,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11192559504,bus_stop,POINT (-118.2064498 33.9111701),,,yes,Bullis @ Orchard,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11192559505,bus_stop,POINT (-118.2088732 33.9117422),,,yes,Orchard @ Long Beach,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11192559506,bus_stop,POINT (-118.2131714 33.9155463),,,yes,Carlin @ Alpine,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11192559507,bus_stop,POINT (-118.2171692 33.9151757),,,yes,Santa Fe @ Carlin,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11192559508,bus_stop,POINT (-118.2174401 33.9169742),,,yes,Santa Fe @ El Segundo,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11192576547,bus_stop,POINT (-118.1980285 33.9121737),,,yes,Carlin @ Thornson,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11192576548,bus_stop,POINT (-118.2019772 33.9132983),,,yes,Carlin @ Bradfield,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11192576549,bus_stop,POINT (-118.2055146 33.9139019),,,yes,Carlin @ Bullis,Lynwood Breeze,,,,platform,,,,,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13344778,tertiary,"LINESTRING (-118.2175334 33.9168162, -118.2164003 33.9169179, -118.2158948 33.9169743, -118.2158485 33.9169795, -118.215388 33.9170309, -118.2150294 33.9170709, -118.2148413 33.9170919, -118.2146455 33.9171137, -118.214237 33.9171593, -118.2139934 33.9171864, -118.2139469 33.9171916, -118.2137705 33.9172113, -118.213346 33.9172587, -118.2127707 33.9172117)",,,,East El Segundo Boulevard,,,,,,,,"[122831724, 122957193, 3695871776, 3695871777, 4612603065, 3695871778, 3695871779, 3695871780, 3695930372, 6812208064, 3695930373, 6812208065, 1779557940, 122957200]",,A41,"Los Angeles, CA",El Segundo,Blvd,90262,90262,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13403793,tertiary,"LINESTRING (-118.2118586 33.9186936, -118.2124473 33.9179978, -118.212654 33.9177709, -118.2126765 33.9177251, -118.212695 33.9176874, -118.2127055 33.9175964, -118.2127707 33.9172117, -118.2128326 33.9166052, -118.2129186 33.9159978, -118.2129856 33.9155315, -118.2130093 33.9153321, -118.2131085 33.9146158, -118.2131109 33.9145884, -118.2131284 33.9144476, -118.2131959 33.9139055, -118.2132461 33.9135038)",,,,Alpine Avenue,,,,,,,,"[122557735, 6812208058, 1779557958, 8752458563, 1779557898, 123349848, 122957200, 123192180, 8752458568, 123349852, 1779557922, 123349859, 8333236075, 8333236079, 8333236074, 123051497]",,A41,"Los Angeles, CA",Alpine,Ave,90262,90262,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27818138,tertiary,"LINESTRING (-118.223158 33.9162005, -118.2230183 33.9162092, -118.2226406 33.9162449, -118.2225464 33.9162554, -118.2218076 33.916338, -118.2211671 33.9164097, -118.2210677 33.9164208, -118.2210412 33.9164238, -118.2201583 33.9165225, -118.2195803 33.9165872, -118.218582 33.9166989, -118.2175334 33.9168162)",,,,East El Segundo Boulevard,,,,,,,,"[305445013, 122831721, 305445014, 6792695094, 7202692927, 7821667527, 7202692931, 7821667529, 7202692926, 5575485671, 2011163803, 122831724]",,A41,"Los Angeles, CA",el Segundo,Blvd,90222,90222,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,El Segundo,Blvd,no,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Segundo Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166511634,tertiary,"LINESTRING (-118.2071022 33.9037743, -118.2071145 33.9039306, -118.207147 33.9043459, -118.2071749 33.9047742, -118.207178 33.9048315, -118.2071882 33.9049771, -118.2071974 33.9051082, -118.2072081 33.9052601, -118.207216 33.9053858, -118.2072388 33.9057441, -118.2072622 33.9061102, -118.2072878 33.9064563, -118.2073276 33.9069923, -118.2073297 33.9070416, -118.2073381 33.907238, -118.2073346 33.9073033, -118.2073294 33.9074019, -118.2072949 33.9076238, -118.2072891 33.9076614, -118.2071458 33.9081552)",,,,North Bullis Road,,,,,,,,"[4011752391, 6790145267, 122555369, 626489289, 8410782487, 8410782496, 8410782494, 122896180, 8410782485, 8460540068, 123093525, 123093518, 122918520, 7492821231, 626489301, 7492821201, 626489302, 6790050523, 626489303, 122981214]",4,A41,"Los Angeles, CA",Bullis,Rd,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398414526,tertiary,"LINESTRING (-118.2070395 33.9031554, -118.2070653 33.9034032)",,,,North Bullis Road,,,,,,,,"[4011752390, 123360232]",5,A41,"Los Angeles, CA",Bullis,Rd,,,2,3,,left||,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398414528,tertiary,"LINESTRING (-118.2070653 33.9034032, -118.2070755 33.9035212)",,,,North Bullis Road,,,,,,,,"[123360232, 626489275]",5,A41,"Los Angeles, CA",Bullis,Rd,,,3,2,left||,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398414529,tertiary,"LINESTRING (-118.2067142 33.8983202, -118.2068203 33.8997, -118.2068674 33.9004856, -118.2068749 33.9006099, -118.2068933 33.9009163, -118.2069182 33.9013316, -118.2069542 33.9019316, -118.2069645 33.9020797, -118.2070358 33.9031021, -118.2070395 33.9031554)",,,,North Bullis Road,,,,,,,,"[122577995, 122599837, 7864563034, 6790184024, 7864563046, 6790184019, 122817125, 6790145279, 6790183996, 4011752390]",2,A41,"Los Angeles, CA",Bullis,Rd,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398557841,tertiary,"LINESTRING (-118.2057938 33.9127145, -118.2058131 33.9126423)",Yahoo,,,Bullis Road,,,,,,,,"[4013065710, 123411715]",4,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570079,tertiary,"LINESTRING (-118.2032702 33.9191331, -118.2033746 33.9188715)",Yahoo,,,Bullis Road,,,,,,,,"[4013187967, 4013187966]",2,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570095,tertiary,"LINESTRING (-118.2039344 33.9174788, -118.2042175 33.9168189)",Yahoo,,,Bullis Road,,,,,,,,"[4013187963, 122557746]",2,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570098,tertiary,"LINESTRING (-118.2037247 33.9180169, -118.2038093 33.9177937)",Yahoo,,,Bullis Road,,,,,,,,"[4013187964, 123326116]",3,,,,,,,1,2,,left|,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570099,tertiary,"LINESTRING (-118.205714 33.9130129, -118.2057938 33.9127145)",Yahoo,,,Bullis Road,,,,,,,,"[123779638, 4013065710]",3,,,,,,,2,1,left|,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570103,tertiary,"LINESTRING (-118.2053736 33.9139901, -118.2054588 33.9137761)",Yahoo,,,Bullis Road,,,,,,,,"[123442739, 4013187960]",3,,,,,,,2,1,left|,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570107,tertiary,"LINESTRING (-118.2035995 33.9183449, -118.2037247 33.9180169)",Yahoo,,,Bullis Road,,,,,,,,"[4013187965, 4013187964]",2,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570112,tertiary,"LINESTRING (-118.2033746 33.9188715, -118.2034956 33.9185795)",Yahoo,,,Bullis Road,,,,,,,,"[4013187966, 122995085]",3,,,,,,,1,2,,left|,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570127,tertiary,"LINESTRING (-118.2042175 33.9168189, -118.2043103 33.916595)",Yahoo,,,Bullis Road,,,,,,,,"[122557746, 4013187962]",3,,,,,,,2,1,left|,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570132,tertiary,"LINESTRING (-118.2038093 33.9177937, -118.2039344 33.9174788)",Yahoo,,,Bullis Road,,,,,,,,"[123326116, 4013187963]",3,,,,,,,2,1,left|,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570137,tertiary,"LINESTRING (-118.2034956 33.9185795, -118.2035995 33.9183449)",Yahoo,,,Bullis Road,,,,,,,,"[122995085, 4013187965]",3,,,,,,,2,1,left|,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570139,tertiary,"LINESTRING (-118.2056277 33.9133045, -118.205714 33.9130129)",Yahoo,,,Bullis Road,,,,,,,,"[4013187959, 123779638]",3,,,,,,,1,2,,left|,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570140,tertiary,"LINESTRING (-118.2054588 33.9137761, -118.2055625 33.9135247, -118.2056277 33.9133045)",Yahoo,,,Bullis Road,,,,,,,,"[4013187960, 2544229371, 4013187959]",2,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570148,tertiary,"LINESTRING (-118.2043103 33.916595, -118.2044225 33.9163236, -118.2046322 33.915818, -118.2046797 33.9157023, -118.205004 33.914915, -118.2052132 33.9143914)",Yahoo,,,Bullis Road,,,,,,,,"[4013187962, 8872738770, 123646153, 8872738763, 123192186, 4013187961]",2,,,,,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570149,tertiary,"LINESTRING (-118.2052132 33.9143914, -118.2053007 33.9141725)",Yahoo,,,Bullis Road,,,,,,,,"[4013187961, 2544229373]",3,,,,,,,1,2,,left|,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398570150,tertiary,"LINESTRING (-118.2060636 33.9118176, -118.2062092 33.9113359)",,,,North Bullis Road,,,,,,,,"[4013187958, 4013187957]",2,A41,"Los Angeles, CA",Bullis,Rd,,,,,,,"Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,no,,asphalt,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
