element_type,osmid,highway,geometry,source,source_ref,bus,name,network,network:wikidata,operator,operator:wikidata,public_transport,ref,shelter,nodes,lanes,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_type,tiger:zip_left,tiger:zip_right,lanes:backward,lanes:forward,turn:lanes:backward,turn:lanes:forward,store,bench,bin,route_ref,source:highway,cycleway,lanes:both_ways,maxspeed,name_1,source:maxspeed,tiger:name_base_1,tiger:name_type_1,tiger:reviewed,oneway,surface,bridge,layer,stop_code,stop_name,access:lanes:both_ways,placement:both_ways,tiger:name_direction_prefix,note:lanes,placement:backward,turn:lanes,bicycle,tiger:name_direction_prefix_1,departures_board,lit,tactile_paving,network:wikipedia,operator:wikipedia,railway,subway,wheelchair,station,wikidata,description,sidewalk,area,level,location,tunnel,name:en,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,light_rail,tiger:zip_left_1,tiger:zip_right_1,cycleway:both,amenity,note,loc_ref,alt_name,parking:both,parking,parking:lane:left,parking:right,parking:lane:both,parking:lane:both:parallel,parking:condition:both,cycleway:right,cycleway:both:lane,incline,parking:condition:right,sidewalk:both:wheelchair,cycleway:right:lane,sidewalk:right:wheelchair,cutting,parking:condition:left,parking:lane:right,parking:lane:right:parallel,cycleway:left,sidewalk:left,sidewalk:right,foot,shoulder,lane_markings,smoothness,parking:lane:left:parallel,turn:lanes:both_ways,parking:left,parking:left:orientation,cycleway:left:lane,sidewalk:both,name:prefix,hgv,horse,motor_vehicle,parking:both:restriction,parking:lane:right:diagonal,check_date,building,internet_access,internet_access:fee,towards,tiger:linearid,tiger:mtfcc,tiger:zip,junction,old_ref,old_ref:legislative,parking:both:orientation,covered,railway:position,train,hgv:conditional,tiger:name_direction_suffix,placement:forward
way,1190760562,tertiary,"LINESTRING (-118.1844355 33.9485066, -118.1842824 33.9483807, -118.1841949 33.9483473)",Yahoo,,,Southern Avenue,,,,,,,,"[847822506, 7918725422, 847822580]",,,,,,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1190947607,tertiary,"LINESTRING (-118.1852964 33.9488565, -118.1846485 33.9487968, -118.1845372 33.9487876, -118.1844414 33.9487796)",Yahoo,,,Southern Avenue,,,,,,,,"[7918725419, 847822503, 7918725429, 122927853]",,,,,,,,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1191344364,tertiary,"LINESTRING (-118.1868696 33.957256, -118.1867368 33.9572458, -118.1866758 33.9572437, -118.1844527 33.9569916)",,,,Ardine Street,,,,,,,,"[122854808, 9598978647, 9601690276, 1964062468]",,A41,"Los Angeles, CA",Ardine,St,90280,90280,,,,,"Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1712030827,,POINT (-118.1183185 33.9342736),,,yes,Downey (Stonewood Center),Flixbus,Q15712258,,,stop_position,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en:Flixbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6318230065,bus_stop,POINT (-118.1183133 33.9343299),,,yes,Downey (Stonewood Center),Flixbus,Q15712258,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en:Flixbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718524,bus_stop,POINT (-118.130158 33.9387104),,,yes,Firestone / Brookshire,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,10451,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,115;127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718525,bus_stop,POINT (-118.129336 33.9379977),,,yes,Firestone / Brookshire,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,1926,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",yes,yes,115;127,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718526,bus_stop,POINT (-118.12716 33.9372608),,,yes,Firestone / Patton,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,10444,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",yes,yes,115;127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718527,bus_stop,POINT (-118.127386 33.9370735),,,yes,Firestone / Patton;Firestone & Patton,Metro Local;DowneyLink,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,1890,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",yes,yes,115;127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718528,bus_stop,POINT (-118.124317 33.9358983),,,yes,Firestone / Lakewood,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,1912,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,115;127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718529,bus_stop,POINT (-118.124649 33.9356999),,,yes,Firestone / Lakewood;Firestone & Lakewood,Metro Local;DowneyLink,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,8124,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,115;127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718530,bus_stop,POINT (-118.120784 33.9341576),,,yes,Firestone / Stonewood Ctr,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,10446,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718531,bus_stop,POINT (-118.120887 33.9338747),,,yes,Firestone / Stonewood Ctr;Firestone & Stonewood Center,Metro Local;DowneyLink,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,1892,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718532,bus_stop,POINT (-118.11806 33.9328093),,,yes,Firestone / Woodruff,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,10487,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8603718533,bus_stop,POINT (-118.118088 33.932466),,,yes,Firestone / Woodruff;Woodruff & Firestone (Bank Building),Metro Local;DowneyLink,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,1935,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8613093711,bus_stop,POINT (-118.114348 33.9306265),,,yes,Firestone / Pangborn,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,1921,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8613093712,bus_stop,POINT (-118.113594 33.9305684),,,yes,Firestone / Pangborn,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,10475,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8613093713,bus_stop,POINT (-118.112204 33.9295145),,,yes,Firestone / Stewart and Gray,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,1933,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8613093714,bus_stop,POINT (-118.111892 33.9296833),,,yes,Firestone / Newville,Metro Local,Q77610,Los Angeles County Metropolitan Transportation Authority,Q3259702,platform,10472,no,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11070293489,bus_stop,POINT (-118.1296194 33.9409635),,,yes,Civic Center Drive & 3rd Street,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11070293490,bus_stop,POINT (-118.130689 33.9440181),,,yes,5th Street & Downey Avenue,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11072183635,bus_stop,POINT (-118.1174865 33.9327677),,,yes,Wooddruff & Firestone,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11072183636,bus_stop,POINT (-118.1139849 33.9355963),,,yes,Cecillia & Cord,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11072183637,bus_stop,POINT (-118.1112474 33.9342095),,,yes,Pangborn & Cecillia,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11072199896,bus_stop,POINT (-118.1105993 33.944266),,,yes,Florence & Woodruff,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11072219741,bus_stop,POINT (-118.1194824 33.9434396),,,yes,Lakewood & Cherokee,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11072219743,bus_stop,POINT (-118.1261945 33.9429273),,,yes,Brookshire & 6th,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11072219744,bus_stop,POINT (-118.1301796 33.9410027),,,yes,3rd & Civic Center,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11140551464,bus_stop,POINT (-118.1233813 33.9279171),,,yes,Coldbrook & Stewart-Gary,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11140551465,bus_stop,POINT (-118.1255427 33.9274755),,,yes,Downey Landing (Stewart-Gray & Bellflower),DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11140693172,bus_stop,POINT (-118.1289416 33.9390242),,,yes,Brookshire & Downey High School,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11149504868,bus_stop,POINT (-118.1299083 33.9380621),,,yes,Brookshire @ Bank Building,DowneyLink,,,,platform,,,,,,,,,,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13288911,tertiary,"LINESTRING (-118.1366124 33.9348864, -118.1361779 33.9346855, -118.1357677 33.9344959, -118.1341256 33.9337475, -118.1333572 33.9334108, -118.1315648 33.9328409, -118.131149 33.9326446, -118.1309918 33.9325662, -118.1308251 33.93248, -118.1306213 33.9323747, -118.1303114 33.9322142, -118.1300279 33.9320677, -118.1296964 33.9318968, -118.1289591 33.9315157, -118.1282458 33.9311464, -118.1282039 33.9311247, -118.1280947 33.9310683, -118.1278303 33.9309316)",,,,Cleta Street,,,,,,,,"[122623408, 4619199596, 122623410, 122623412, 122623414, 9903490098, 122623417, 8410899734, 8410899731, 8749817885, 6821983955, 6821983958, 8428663408, 10262159434, 3559761533, 5565772004, 3559761517, 4060275816]",,A41,"Los Angeles, CA",Cleta,St,90241,90241,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13321643,tertiary,"LINESTRING (-118.1215136 33.9388644, -118.1214949 33.9388552, -118.1213988 33.938808, -118.1212541 33.938737, -118.1211594 33.9386905, -118.1210374 33.9386306, -118.1208826 33.9385478, -118.1206708 33.9384478, -118.1198583 33.9380441, -118.1191033 33.9376275, -118.1186993 33.9374211, -118.118603 33.9373733, -118.1185003 33.9373385, -118.1183953 33.9373052, -118.1182608 33.937285, -118.1181193 33.9372708, -118.1175041 33.9372488, -118.1173522 33.9372392, -118.1172064 33.9372099, -118.1170609 33.9371695, -118.1169308 33.9371174, -118.1163398 33.9368115, -118.1158586 33.9365633, -118.1155245 33.9363958, -118.1150513 33.9362024)",,,,Cecilia Street,,,,,,,,"[4060340829, 7409954122, 7866786280, 7866786273, 6732101484, 6819306857, 3575802415, 122828658, 122828662, 122828663, 1712081227, 1712081249, 1712081224, 1712081232, 122828665, 1712081235, 1712081237, 1712081230, 1712081234, 1712081252, 1712081218, 122828668, 122776936, 1712081247, 122828671]",,A41,"Los Angeles, CA",Cecilia,St,90241,90241,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13321646,tertiary,"LINESTRING (-118.1114049 33.9341203, -118.1085139 33.9327203, -118.1076326 33.9322682)",,,,Cecilia Street,,,,,,,,"[122828690, 122828691, 122828692]",,A41,"Los Angeles, CA",Cecilia,St,90241,90241,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13361127,tertiary,"LINESTRING (-118.1136988 33.9381789, -118.1137084 33.9381449, -118.1137601 33.9380284, -118.1140137 33.9376299, -118.1141291 33.937474, -118.1144142 33.9370454, -118.1150513 33.9362024)",,,,Woodruff Avenue,,,,,,,,"[4060340828, 7202752811, 2017297504, 7202752807, 123047618, 122776838, 122828671]",,A41,"Los Angeles, CA",Woodruff,Ave,90241,,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13391087,tertiary,"LINESTRING (-118.1348565 33.9460924, -118.1348204 33.9460751, -118.134468 33.9458918, -118.1342953 33.9457981, -118.1338526 33.9455633, -118.13376 33.9455175, -118.1331303 33.9452058, -118.1326293 33.9449384, -118.1325887 33.9449167, -118.132089 33.9446504, -118.1315721 33.9443828, -118.131068 33.9441227, -118.1303948 33.9437989)",,,,5th Street,,,,,,,,"[4013240303, 7875508855, 7875508856, 122663335, 123261505, 7307672525, 123049770, 4982376356, 4619056671, 122737718, 3695522813, 122942074, 123261506]",2,A41,"Los Angeles, CA",5th,St,90241,90241,1,1,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13400918,tertiary,"LINESTRING (-118.1248718 33.9457908, -118.1232645 33.9449689, -118.1228095 33.9447419, -118.122487 33.9445825, -118.1219515 33.9443124, -118.121501 33.9440909, -118.1210099 33.9438723, -118.1204362 33.943576, -118.120123 33.9434429, -118.1199192 33.9433695, -118.1195292 33.9432301)",,,,Cherokee Drive,,,,,,,,"[3575941009, 123332419, 123332422, 6726286466, 123229844, 11072219742, 123332424, 123332426, 6914911098, 7867323148, 2897567422]",,A41,"Los Angeles, CA",Cherokee,Dr,90241,90241,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13443137,tertiary,"LINESTRING (-118.112188 33.9346829, -118.1122636 33.9345487)",,,,Casanes Avenue,,,,,,,,"[122828679, 122828688]",,A41,"Los Angeles, CA",Casanes,Ave,90241,90241,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351783215,tertiary,"LINESTRING (-118.1266235 33.9421773, -118.1267926 33.941935)",,,,Brookshire Avenue,,,,,,,,"[123200855, 4060273851]",,A41,"Los Angeles, CA",Brookshire,Ave,90242,90242,,,left||,|,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398576513,tertiary,"LINESTRING (-118.1266235 33.9421773, -118.1262258 33.9419806)",,,,5th Street,,,,,,,,"[123200855, 4013240301]",3,A41,"Los Angeles, CA",5th,St,90241,90241,2,1,left|,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398576517,tertiary,"LINESTRING (-118.1269579 33.9423474, -118.1266235 33.9421773)",,,,5th Street,,,,,,,,"[4013240302, 123200855]",3,A41,"Los Angeles, CA",5th,St,90241,90241,1,2,,left|,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398576518,tertiary,"LINESTRING (-118.1219971 33.9391058, -118.121846 33.9390389)",,,,5th Street,,,,,,,,"[2897567417, 122597814]",,A41,"Los Angeles, CA",5th,St,90241,90241,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398576520,tertiary,"LINESTRING (-118.1223016 33.9392757, -118.1222319 33.9392231, -118.1219971 33.9391058)",,,,5th Street,,,,,,,,"[2017297525, 4013240300, 2897567417]",4,A41,"Los Angeles, CA",5th,St,90241,90241,1,3,,left||right,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398576521,tertiary,"LINESTRING (-118.1262258 33.9419806, -118.124814 33.9412596, -118.1245393 33.941005, -118.1243116 33.9408892, -118.1239783 33.9407164, -118.1236627 33.9405528, -118.1236328 33.9405348, -118.1233192 33.9403454, -118.1229871 33.9401449, -118.1229176 33.9401029, -118.1228847 33.9400642, -118.122695 33.9398412, -118.1225267 33.9395992, -118.1223016 33.9392757)",,,,5th Street,,,,,,,,"[4013240301, 123261509, 123229852, 6734658772, 6734658775, 123261512, 7409954114, 7409954112, 7409954109, 2017297551, 7875417431, 123261516, 7409954108, 2017297525]",2,A41,"Los Angeles, CA",5th,St,90241,90241,1,1,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398590267,tertiary,"LINESTRING (-118.1249988 33.9455618, -118.1251177 33.945302, -118.1251988 33.9450704, -118.125239 33.9448995, -118.1253407 33.9443599, -118.1253858 33.9441639, -118.1254594 33.9439289, -118.1255667 33.9436883, -118.1256186 33.9435808, -118.1257382 33.9433846, -118.1260263 33.9429924, -118.126465 33.9424021)",,,,Brookshire Avenue,,,,,,,,"[2273839928, 2273839920, 123200840, 123200843, 123200846, 2273839904, 2273839902, 123200848, 2273839929, 2273839901, 123200853, 4013372992]",4,A41,"Los Angeles, CA",Brookshire,Ave,90242,90242,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398590268,tertiary,"LINESTRING (-118.126465 33.9424021, -118.1266235 33.9421773)",,,,Brookshire Avenue,,,,,,,,"[4013372992, 123200855]",5,A41,"Los Angeles, CA",Brookshire,Ave,90242,90242,2,3,,left||,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,403691434,tertiary,"LINESTRING (-118.1277697 33.9406488, -118.127823 33.9405771, -118.1281324 33.9401397)",,,,Brookshire Avenue,,,,,,,,"[4060273850, 7871088728, 4060273849]",,A41,"Los Angeles, CA",Brookshire,Ave,90242,90242,,,,,"Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
